Title,Artist,Nationality,Born Date,Death Date,Gender,Submission Date,Department,Actual Age,Submission Age
Untitled from the series 'Ten Thousand Things That Breathe',Renato Orara,American,1961,,Male,2003,Drawings,-,42
Jardin de Luxembourg,Pavel Tchelitchew,American,1898,1957,Male,1924,Drawings,59,26
Vocal Group Niji,Tadanori Yokoo,Japanese,1936,,Male,1964,Architecture & Design,-,28
Untitled,Unknown,,,,,1900,Photography,-,-
Sex Pistols Flyer,Jamie Reid,British,1947,,Male,1975,Architecture & Design,-,28
Milk Stone,Wolfgang Laib,German,1950,,Male,1978,Painting & Sculpture,-,28
"ECCE HOMO, plate XVIII (folio 21) from SCÈNES DE LA VIE DU CHRIST",James Ensor,Belgian,1860,1949,Male,1917,Prints & Illustrated Books,89,57
(Portrait),Alfred Capel Cure,British,1826,1896,Male,1861,Photography,70,35
Upholstery Material,Anni Albers,American,1899,1994,Female,1929,Architecture & Design,95,30
Double page fold-out plate (folios 17 and 18) from PICCOLO CIRCOLO CHIUSO,Mimmo Paladino,Italian,1948,,Male,1991,Prints & Illustrated Books,-,43
The Unfinished Conversation,John Akomfrah,British,1957,,Male,2012,Media and Performance Art,-,55
In-text plate (page 138) from CIRQUE DE L'ÉTOILE FILANTE,Georges Rouault,French,1871,1958,Male,1932,Prints & Illustrated Books,87,61
Nancy,Nancy Hellebrand,American,1944,,Female,1982,Photography,-,38
Untitled. (man with a fish),Dorothea Lange,American,1895,1965,Female,1963,Photography,70,68
TARGET from an untitled portfolio,Ronald Markman,American,1931,,Male,1962,Prints & Illustrated Books,-,31
Schema I: Construction of Axes of a Model; Schema II: Cubist Structure (Construction); and Schema III: Cubist Constructed Drawing from On New Systems in Art (O Novykh Sistemakh Visk Usstve),Kazimir Malevich,Russian,1878,1935,Male,1919,Prints & Illustrated Books,57,41
Light Trails,William Wegman,American,1943,,Male,1970,Media and Performance Art,-,27
Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,American,1900,1976,Male,1962,Prints & Illustrated Books,76,62
The Guilty Girl Is Fragile,Louise Bourgeois,American,1911,2010,Female,2000,Prints & Illustrated Books,99,89
Untitled,Jarrod Beck,American,1977,,Male,2004,Drawings,-,27
Covent Garden Labourers,John Thomson,British,1837,1921,Male,1877,Photography,84,40
On the Fortress,Jules Pascin,American,1885,1930,Male,1914,Prints & Illustrated Books,45,29
In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,French,1901,1985,Male,1950,Prints & Illustrated Books,84,49
Urchin in the Grass,Richard Stankiewicz,American,1922,1983,Male,1956,Painting & Sculpture,61,34
Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,German,1941,2010,Male,2004,Prints & Illustrated Books,69,63
"Sketchbook: El Golea, II",Jean Dubuffet,French,1901,1985,Male,1948,Drawings,84,47
Saint-Cloud,Eugène Atget,French,1857,1927,Male,1922,Photography,70,65
#3 Looking Ahead? So Are We!,Ay-O,Japanese,1931,,Male,1965,Prints & Illustrated Books,-,34
Headpiece (page 97) from POÈMES,Charles Despiau,French,1874,1946,Male,1933,Prints & Illustrated Books,72,59
The Pool - Deal,Alfred Stieglitz,American,1864,1946,Male,1910,Photography,82,46
Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,American,1931,,Male,1970,Prints & Illustrated Books,-,39
Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,1887,1965,Male,1951,Prints & Illustrated Books,78,64
I'se Awake,John McGreer,American,,,Male,1881,Photography,-,-
"""A Famous Fisherman in Action""",Times Wide World Photos,American,1919,1941,,1932,Photography,22,13
Untitled (for Parkett no. 76),Lucy McKenzie,British,1977,,Female,2006,Prints & Illustrated Books,-,29
Sleeping Figure,Conrad Marca-Relli,American,1913,2000,Male,1954,Painting & Sculpture,87,41
"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,French,1869,1954,Male,1962,Prints & Illustrated Books,85,93
"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,American,1947,,Male,1994,Photography,-,47
Grace in Window,Tanyth Berkeley,American,1969,,Female,2006,Photography,-,37
TWO PART INVENTIONS,James McGarrell,American,1930,,Male,1965,Prints & Illustrated Books,-,35
"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,American,1910,1998,Male,1942,Photography,88,32
"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,French,1887,1985,Male,1944,Prints & Illustrated Books,98,57
"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,Swedish,1938,,Male,1977,Prints & Illustrated Books,-,39
"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,Spanish,1951,,Male,2005,Architecture & Design,-,54
Dziady,Roman Cieslewicz,French,1930,1996,Male,1967,Architecture & Design,66,37
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,American,1943,2003,Male,1972,Prints & Illustrated Books,60,29
Self-Portrait,Arch Connelly,American,1950,1993,Male,1981,Painting & Sculpture,43,31
Richard Pousette-Dart Masher,Ray Johnson,American,1927,1995,Male,1972,Drawings,68,45
"Backyard--Venice West, California",Robert Frank,American,1924,,Male,1956,Photography,-,32
Stay the Same Never Change,Laurel Nakadate,American,1975,,Female,2008,Film,-,33
Ireland,Henri Cartier-Bresson,French,1908,2004,Male,1963,Photography,96,55
First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,Czech,1871,1957,Male,1926,Prints & Illustrated Books,86,55
"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,French,1894,1986,Male,1922,Photography,92,28
Flag,James Riddle,American,1933,,Male,1964,Fluxus Collection,-,31
Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,American,1864,1952,Female,1900,Photography,88,36
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,French,1885,1925,Male,1930,Prints & Illustrated Books,40,45
"Rainbow, Lake George",Alfred Stieglitz,American,1864,1946,Male,1920,Photography,82,56
Attaque,Louise Bourgeois,American,1911,2010,Female,1948,Prints & Illustrated Books,99,37
"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,American,1867,1959,Male,1956,Architecture & Design,92,89
Untitled,Jene Highstein,American,1942,,Male,1982,Prints & Illustrated Books,-,40
"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,Czech,1871,1957,Male,1910,Prints & Illustrated Books,86,39
"FIGURE (plate, page 13) from DU CUBISME",André Derain,French,1880,1954,Male,1947,Prints & Illustrated Books,74,67
"Lithograph II (plate, page 21) from REPLI",Henri Matisse,French,1869,1954,Male,1946,Prints & Illustrated Books,85,77
"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,American,1895,1965,Female,1938,Photography,70,43
Untitled from Spirit Cooking,Marina Abramović,Yugoslav,1946,,Female,1996,Prints & Illustrated Books,-,50
Dr. Scud Fly Swatter,Philippe Starck,French,1949,,Male,1998,Architecture & Design,-,49
In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,Spanish,1930,1998,Male,1988,Prints & Illustrated Books,68,58
For Father Berrigan,Llyn Foulkes,American,1934,,Male,1973,Painting & Sculpture,-,39
Essene,Frederick Wiseman,American,1930,,Male,1972,Film,-,42
Plate (folio 11) from LA VITTORIA,Jean Tinguely,Swiss,1925,1991,Male,1971,Prints & Illustrated Books,66,46
Untitled,Unknown,,,,,1926,Photography,-,-
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,Portuguese,1933,,Male,1972,Architecture & Design,-,39
1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,German,1881,1934,Male,1921,Architecture & Design,53,40
Scores (pages 5-6) from Fluxus 1,Emmett Williams,American,1925,2007,Male,1964,Prints & Illustrated Books,82,39
In-text plate (page 108) from PANTAGRUEL,André Derain,French,1880,1954,Male,1943,Prints & Illustrated Books,74,63
Smoke on Cellophane 5,Frederick Sommer,American,1905,1999,Male,1961,Photography,94,56
Stalin's Great Aunt,Margaret Bourke-White,American,1904,1971,Female,1935,Photography,67,31
Mother and Child,Wifredo Lam,Cuban,1902,1982,Male,1939,Drawings,80,37
Drawing for Excreta Fluxorum,George Maciunas,American,1931,1978,Male,1977,Prints & Illustrated Books,47,46
Are we losing touch?,Friedrich Kunath,German,1974,,Male,2003,Drawings,-,29
Untitled,Almir Mavignier,Brazilian,1925,,Male,1961,Prints & Illustrated Books,-,36
"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,British,1966,,Male,2001,Prints & Illustrated Books,-,35
Color separations for LOISIRS,Jean Dubuffet,French,1901,1985,Male,1966,Prints & Illustrated Books,84,65
Wayne County & the Backstreet Boys at Max's,Unknown,American,,,,1975,Architecture & Design,-,-
International Film Festival,Unknown,Nationality Unknown,,,,1926,Architecture & Design,-,-
Untitled,Mateo López,Colombian,1978,,Male,2009,Drawings,-,31
"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,American,1946,,Male,1988,Photography,-,42
"Ship Construction, Bath, Maine",Clarence H. White,American,1871,1925,Male,1917,Photography,54,46
Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,Swiss,1889,1943,Female,1930,Painting & Sculpture,54,41
Reste,Arnulf Rainer,Austrian,1929,,Male,1978,Prints & Illustrated Books,-,49
Color Wheel (for Parkett no. 81),Cosima von Bonin,German,1962,,Female,2007,Prints & Illustrated Books,-,45
The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,French,1891,1976,Male,1920,Drawings,85,29
In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,French,1867,1947,Male,1902,Prints & Illustrated Books,80,35
Headpiece (page 67) from FABLES,Thomas Bewick,British,1753,1828,Male,1818,Prints & Illustrated Books,75,65
For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,Mexican,1910,1983,Male,1925,Prints & Illustrated Books,73,15
Untitled,Peter Booth,Australian,1940,,Male,1984,Drawings,-,44
DWB Jahresversammlung,Herbert Bayer,American,1900,1985,Male,1929,Architecture & Design,85,29
Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,French,1820,1884,Male,1857,Photography,64,37
"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,French,1869,1954,Male,1962,Prints & Illustrated Books,85,93
Oklahoma,Lee Friedlander,American,1934,,Male,1973,Photography,-,39
"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,American,1886,1969,Male,1934,Architecture & Design,83,48
"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,German,1883,1949,Male,1921,Prints & Illustrated Books,66,38
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,American,1911,2010,Female,1995,Prints & Illustrated Books,99,84
"Dusk, Yokohama",Daido Moriyama,Japanese,1938,,Male,1969,Photography,-,31
Landscape Panoramas,Jan Dibbets,Dutch,1941,,Male,1971,Photography,-,30
"Broken Egg, New York",Irving Penn,American,1917,2009,Male,1958,Photography,92,41
Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,British,1882,1940,Male,1931,Prints & Illustrated Books,58,49
Montgeron (Saules),Eugène Atget,French,1857,1927,Male,1926,Photography,70,69
Footprints from Traveling. Limit of Reach,Robert Morris,American,1931,,Male,1976,Drawings,-,45
In-text plate (folio 34) from BIOTHERM,Jim Dine,American,1935,,Male,1990,Prints & Illustrated Books,-,55
Vertical Horizontals,Hedda Sterne,American,1910,,Female,1967,Prints & Illustrated Books,-,57
"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,French,1885,1954,Male,1953,Prints & Illustrated Books,69,68
"""UB""",Sergio Gonzalez-Tornero,Chilean,1927,,Male,1961,Prints & Illustrated Books,-,34
Untitled,Francis Alÿs,Belgian,1959,,Male,2000,Media and Performance Art,-,41
Composition,Luigi Veronesi,Italian,1908,1998,Male,1935,Photography,90,27
"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,American,1886,1969,Male,1964,Architecture & Design,83,78
Armando Reverón,Carlos Herrera,Venezuelan,1909,1988,Male,1940,Photography,79,31
Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,German,1954,,Male,2001,Prints & Illustrated Books,-,47
Untitled,Ernest J. Bellocq,American,1873,1949,Male,1912,Photography,76,39
Plate (folio 32) from Capital in Pictures,Hugo Gellert,American,1892,1985,Male,1933,Prints & Illustrated Books,93,41
Untitled,Rene Portocarrero,Cuban,1914,1985,Male,1941,Drawings,71,27
"Tout, no. 9",Ben Vautier,French,1935,,Male,1965,Prints & Illustrated Books,-,30
Modena,Luigi Ghirri,Italian,1943,1992,Male,1971,Photography,49,28
Tortilla Flaps,Robert McKimson,American,1910,1977,Male,1958,Film,67,48
Models for Synthetic Pictures,Terry Winters,American,1949,,Male,1994,Prints & Illustrated Books,-,45
Fluxus is always 6 a.m.,Nam June Paik,American,1932,2006,Male,1976,Prints & Illustrated Books,74,44
The Farm,Louise Bourgeois,American,1911,2010,Female,1940,Prints & Illustrated Books,99,29
Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901,1985,Male,1959,Prints & Illustrated Books,84,58
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,American,1887,1953,Male,1935,Architecture & Design,66,48
"Champfleurette, the White Cat",Louise Bourgeois,American,1911,2010,Female,1993,Prints & Illustrated Books,99,82
Zen For Film,Nam June Paik,American,1932,2006,Male,1965,Fluxus Collection,74,33
Experiment,Roman Signer,Swiss,1938,,Male,1982,Media and Performance Art,-,44
Che,Francisco Blanco,Cuban,,,Male,1972,Architecture & Design,-,-
Merry-go-round,Edward Dwurnik,Polish,1943,,Male,1985,Prints & Illustrated Books,-,42
"M.A.E., Boston",Nicholas Nixon,American,1947,,Male,1985,Photography,-,38
Art & Project Bulletin #90,Richard Long,British,1945,,Male,1975,Prints & Illustrated Books,-,30
Untitled from Favorite Objects,Christian Boltanski,French,1944,,Male,1998,Prints & Illustrated Books,-,54
"Cristo, Tlacochoaya, Oaxaca",Paul Strand,American,1890,1976,Male,1933,Photography,86,43
Boxer [Hein Domgörgen],August Sander,German,1876,1964,Male,1923,Photography,88,47
"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,German,1885,1947,Female,1934,Architecture & Design,62,49
Untitled from Gloria,Alex Katz,American,1927,,Male,2005,Prints & Illustrated Books,-,78
Seated Woman with Drapery,Gaston Lachaise,American,1882,1935,Male,1930,Drawings,53,48
Clown and Child from Cirque,Georges Rouault,French,1871,1958,Male,1930,Prints & Illustrated Books,87,59
Untitled #32,José Antonio Suárez Londoño,Colombian,1955,,Male,1982,Prints & Illustrated Books,-,27
Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
Untitled,Unknown,,,,,1949,Photography,-,-
Zebra,Richard Francisco,American,1942,,Male,1973,Drawings,-,31
Untitled,Unknown,,,,,1930,Photography,-,-
Earnestly Exhorting the Cook to Protect Isabella,Peggy Bacon,American,1895,1987,Female,1919,Prints & Illustrated Books,92,24
Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,American,1960,,Female,1995,Drawings,-,35
"Factories, Lynn, Massachusetts",Walker Evans,American,1903,1975,Male,1932,Photography,72,29
El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,Mexican,1910,1983,Male,1939,Prints & Illustrated Books,73,29
Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,American,1886,1969,Male,1931,Architecture & Design,83,45
"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Marc Chagall,French,1887,1985,Male,1936,Prints & Illustrated Books,98,49
Untitled from the series Paris,Sigmar Polke,German,1941,2010,Male,1971,Photography,69,30
"Lulu, Gerrittsen Beach, Brooklyn",Thomas Roma,American,1950,,Male,1981,Photography,-,31
"Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,American,1829,1916,Male,1861,Photography,87,32
[title in Russian],Unknown,Russian,,,,1970,Architecture & Design,-,-
Untitled,Fré Cohen,Dutch,1903,1943,Female,1931,Architecture & Design,40,28
"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Louise Bourgeois,American,1911,2010,Female,2001,Prints & Illustrated Books,99,90
"FDR Drive & 23rd Street, from 19 Rainstorms",Neil Goldberg,American,1963,,Male,2000,Media and Performance Art,-,37
Cover from TAMAR,Masuo Ikeda,Japanese,1934,1997,Male,1961,Prints & Illustrated Books,63,27
"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Louise Lawler,American,1947,,Female,1978,Prints & Illustrated Books,-,31
Another Day of a Housewife,Mako Idemitsu,Japanese,1940,,Female,1978,Media and Performance Art,-,38
"Wall House, Auroville, India (Section)",Anupama Kundoo,Indian,1967,,Female,1998,Architecture & Design,-,31
"Sketchbook: El Golea, II",Jean Dubuffet,French,1901,1985,Male,1948,Drawings,84,47
"Sonia Delaunay. Städt Kunsthaus Bielefeld, 14.9.-26.10.1958",Sonia Delaunay-Terk,French,1885,1979,Female,1958,Architecture & Design,94,73
Untitled,Louise Bourgeois,American,1911,2010,Female,1999,Prints & Illustrated Books,99,88
"MR. STERN'S SALON: CLOCK AND BRONZE GILT VASES (after Paul Véra and P. Poisson; plate, page 95) from ARCHITECTURES",Jacques Villon,French,1875,1963,Male,1921,Prints & Illustrated Books,88,46
5:29 Bay Shore,Robert Rauschenberg,American,1925,2008,Male,1981,Prints & Illustrated Books,83,56
Untitled,Joel Shapiro,American,1941,,Male,1982,Drawings,-,41
Meal Variation No. 3 Eaten by Benjamin Patterson,Daniel Spoerri,Swiss,1930,,Male,1966,Fluxus Collection,-,36
"TRAMP (plate, facing page 14) from PASSION",Georges Rouault,French,1871,1958,Male,1934,Prints & Illustrated Books,87,63
"FLOWERING ALMOND TREE (in-text plate, volume I, page 50) from LES GÉORGIQUES",Aristide Maillol,French,1861,1944,Male,1929,Prints & Illustrated Books,83,68
"Buque, Santa Ana",Alfredo Cortina,Venezuelan,1903,1988,Male,1964,Photography,85,61
Untitled,Thomaz Farkas,Brazilian,1924,2011,Male,1945,Photography,87,21
Presumed Innocent,Alan J. Pakula,American,1928,1998,Male,1990,Film,70,62
Untitled from Placebos,Thomas Schütte,German,1954,,Male,2011,Prints & Illustrated Books,-,57
